Обис коды столбцов профиля
08,00.00.01.00.00.255,02
03,01.00.01.08.00.255,02
03,01.00.01.08.01.255,02
03,01.00.01.08.02.255,02
03,01.00.01.08.03.255,02
03,01.00.01.08.04.255,02
03,01.00.02.08.00.255,02
03,01.00.03.08.00.255,02
03,01.00.04.08.00.255,02

21.04.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
22.04.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
23.04.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
24.04.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
25.04.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
26.04.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
27.04.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
28.04.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
29.04.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
30.04.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
01.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
02.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
03.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
04.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
05.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
06.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
07.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
08.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
09.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
10.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
11.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
12.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
13.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
14.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
15.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
16.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
17.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
18.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
19.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
20.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
21.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
22.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
23.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
24.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
25.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
26.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
27.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
28.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
29.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
30.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
31.05.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
01.06.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
02.06.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
03.06.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
04.06.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
05.06.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
06.06.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
07.06.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
08.06.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
09.06.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
10.06.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
11.06.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
12.06.2022 0:00:00	4609456	3074755	1534701	0	0	0	5617	8481
